receiver_type,gene,test_r2
HY GABA,Zfpm2,-0.14871545069868275
HY GABA,Pcp4l1,-0.15168210611134958
HY GABA,Cdh6,-0.16503429888554244
HY GABA,Tcf7l2,-0.1708578954604334
HY GABA,Lncenc1,-0.17206726494403246
HY GABA,Rasgrp1,-0.17286794312190312
HY GABA,Fibcd1,-0.17886231913501116
HY GABA,Unc5d,-0.18260312132533452
HY GABA,Aqp4,-0.18753311554284635
HY GABA,Rmst,-0.1888408566650821
HY GABA,Lancl3,-0.20408154644619425
HY GABA,Slc30a3,-0.22631032880256607
HY GABA,Gpr83,-0.22971921943368612
HY GABA,Vcan,-0.23705893064396788
HY GABA,Hs3st4,-0.2393719020775955
HY GABA,Sp8,-0.24281956178601316
HY GABA,Sema3e,-0.2479129448056585
HY GABA,St6galnac5,-0.26365547288346614
HY GABA,Kcnmb2,-0.2735155585302802
HY GABA,Nts,-0.29370241649642903
HY GABA,Dach1,-0.2972533878289596
HY GABA,Sv2b,-0.3034613056019573
HY GABA,Drd2,-0.3087030581509074
HY GABA,Tac2,-0.3390608564977131
HY GABA,Cnr1,-0.37436168275943027
HY GABA,Pvalb,-0.5292769167154301
HY GABA,Ramp3,-0.6403381655764742
HY GABA,Six3,-1.1614150565194024
CNU-HYa Glut,Esyt3,0.2362405832614094
CNU-HYa Glut,Lamp5,0.11863448611457617
CNU-HYa Glut,Igfbp6,0.060922219977535774
CNU-HYa Glut,Ankfn1,0.05346977334185532
CNU-HYa Glut,Parm1,0.027647241855123683
CNU-HYa Glut,Nr2f1,0.024133177944142936
CNU-HYa Glut,Nwd2,0.014006239928947561
CNU-HYa Glut,Ccnd2,0.011367643958630214
CNU-HYa Glut,Foxo1,0.0037155221889747514
CNU-HYa Glut,Sorcs3,0.002691277066941389
CNU-HYa Glut,Sema5a,0.0019114506190585079
CNU-HYa Glut,Kcng2,0.0015497486217697087
CNU-HYa Glut,Nos1,-0.0018465005974428461
CNU-HYa Glut,Cd36,-0.0029692575620248185
CNU-HYa Glut,Zfpm2,-0.003542445606229183
CNU-HYa Glut,Chrm3,-0.008257526816606742
CNU-HYa Glut,Scn7a,-0.010863008195658663
CNU-HYa Glut,Tcerg1l,-0.01450630395915442
CNU-HYa Glut,Prlr,-0.014984404556433795
CNU-HYa Glut,Syt2,-0.017699787428408387
CNU-HYa Glut,Crym,-0.02917627492195729
CNU-HYa Glut,Fign,-0.030906010486480673
CNU-HYa Glut,Ndst4,-0.03795102206009404
CNU-HYa Glut,Ddc,-0.039374657032038796
CNU-HYa Glut,Cdh6,-0.041792989981865425
CNU-HYa Glut,Lmo3,-0.045330710074154235
CNU-HYa Glut,St6galnac5,-0.04611702893205649
CNU-HYa Glut,Calb2,-0.05160655353183352
CNU-HYa Glut,Slc1a3,-0.0531055017618518
CNU-HYa Glut,Zfhx4,-0.05411079083742809
CNU-HYa Glut,Htr1b,-0.055610521369467314
CNU-HYa Glut,Rgs4,-0.05656260792814072
CNU-HYa Glut,Dlk1,-0.06194853025859026
CNU-HYa Glut,Cxcl14,-0.0625761412146566
CNU-HYa Glut,Trhde,-0.0635944464019853
CNU-HYa Glut,Col11a1,-0.06551980876753327
CNU-HYa Glut,Gja1,-0.06830164575007469
CNU-HYa Glut,Unc5d,-0.07036215905872867
CNU-HYa Glut,Arhgap36,-0.07265096881639543
CNU-HYa Glut,Spock3,-0.07316645287228818
CNU-HYa Glut,Fstl5,-0.08270042853807968
CNU-HYa Glut,Slc17a7,-0.08316881046042601
CNU-HYa Glut,Rab3b,-0.08913495481359712
CNU-HYa Glut,Calb1,-0.08988268516982867
CNU-HYa Glut,Pax6,-0.09239516496259337
CNU-HYa Glut,Adamts2,-0.09348757200570312
CNU-HYa Glut,Scn5a,-0.10004865630029802
CNU-HYa Glut,Spon1,-0.10042876144610768
CNU-HYa Glut,Vwc2l,-0.1093054964332354
CNU-HYa Glut,Slc32a1,-0.1096319088758011
CNU-HYa Glut,Otp,-0.11298404488725566
CNU-HYa Glut,Dscaml1,-0.11540199316142785
CNU-HYa Glut,Medag,-0.11698687357207938
CNU-HYa Glut,Nr4a3,-0.1171264465578421
CNU-HYa Glut,Syndig1,-0.13556363584088582
CNU-HYa Glut,Agt,-0.13643857600525422
CNU-HYa Glut,Trhr,-0.13784018789192332
CNU-HYa Glut,Unc13c,-0.1393144150403618
CNU-HYa Glut,Kl,-0.13946466206811725
CNU-HYa Glut,Kcng1,-0.1414708553055457
CNU-HYa Glut,Vwc2,-0.1428071634881667
CNU-HYa Glut,Tafa2,-0.1529419456084422
CNU-HYa Glut,Tmem215,-0.15661598807591592
CNU-HYa Glut,Gpx3,-0.15971675394789941
CNU-HYa Glut,Rmst,-0.1645216682343511
CNU-HYa Glut,Dgkk,-0.1683684288306544
CNU-HYa Glut,Syt10,-0.2084405179612714
CNU-HYa Glut,Cnr1,-0.21645851182519582
CNU-HYa Glut,Grm1,-0.21995237810219193
CNU-HYa Glut,Fosl2,-0.22950608452330545
CNU-HYa Glut,Sox2,-0.2434235349713767
CNU-HYa Glut,Cacng3,-0.2440653381993918
CNU-HYa Glut,Adcyap1,-0.2481768976987091
CNU-HYa Glut,Npy2r,-0.24942931688017866
CNU-HYa Glut,Stxbp6,-0.25085323700671514
CNU-HYa Glut,Bcl11a,-0.2517778555283898
CNU-HYa Glut,Ngb,-0.2523214316688278
CNU-HYa Glut,Samd5,-0.2632694063585599
CNU-HYa Glut,Cdh20,-0.27669040442973847
CNU-HYa Glut,Glra2,-0.322033977902197
CNU-HYa Glut,Vwa5b1,-0.32795804875894863
CNU-HYa Glut,Nptx2,-0.33194110620891193
CNU-HYa Glut,Nxph1,-0.332214786252196
CNU-HYa Glut,A830036E02Rik,-0.3333967595941536
CNU-HYa Glut,Mdga1,-0.3368467460661837
CNU-HYa Glut,Irs4,-0.34250382690527026
CNU-HYa Glut,Ndnf,-0.3514716286620323
CNU-HYa Glut,Adcy2,-0.3561663202771772
CNU-HYa Glut,Rwdd2a,-0.3649042043938897
CNU-HYa Glut,Tox3,-0.37363921699412983
CNU-HYa Glut,Grm3,-0.3808406326863507
CNU-HYa Glut,Grik1,-0.3850218220425079
CNU-HYa Glut,Sulf2,-0.397038111315293
CNU-HYa Glut,Lhfp,-0.39970254523320214
CNU-HYa Glut,Tox,-0.4002770421677986
CNU-HYa Glut,Kit,-0.4018870428320236
CNU-HYa Glut,Tmem132c,-0.41285055376847524
CNU-HYa Glut,Slit3,-0.4141047822775039
CNU-HYa Glut,Necab1,-0.41702417164769345
CNU-HYa Glut,Tacr1,-0.42050874500406477
CNU-HYa Glut,Gpr149,-0.43919002101777704
CNU-HYa Glut,Ecel1,-0.44127269744056896
CNU-HYa Glut,Lypd1,-0.47069956983987193
CNU-HYa Glut,Meis1,-0.4722925977247576
CNU-HYa Glut,C1ql3,-0.4745491909382895
CNU-HYa Glut,Igsf1,-0.49955421556825486
CNU-HYa Glut,Whrn,-0.5020682100654734
CNU-HYa Glut,Rasgrp1,-0.5041423676914969
CNU-HYa Glut,Nrn1,-0.505006596734586
CNU-HYa Glut,Grik3,-0.541828219493143
CNU-HYa Glut,Kctd8,-0.5538057815985149
CNU-HYa Glut,Htr2a,-0.5742000850776787
CNU-HYa Glut,Nr2f2,-0.5770465484464808
CNU-HYa Glut,Marcksl1,-0.5776658430163666
CNU-HYa Glut,Ccn3,-0.5824488306184965
CNU-HYa Glut,Otof,-0.5999634489506014
CNU-HYa Glut,Nxph4,-0.6036448412764013
CNU-HYa Glut,Ctss,-0.6096982326815397
CNU-HYa Glut,Cntnap3,-0.6130852527960844
CNU-HYa Glut,Synpr,-0.6140777586479798
CNU-HYa Glut,Gabrq,-0.6525166679460281
CNU-HYa Glut,Bcl11b,-0.6611366891872912
CNU-HYa Glut,Cntn6,-0.6849663719897177
CNU-HYa Glut,Npsr1,-0.7083560017976145
CNU-HYa Glut,Casr,-0.7107061389226199
CNU-HYa Glut,Galnt18,-0.7203976827890575
CNU-HYa Glut,Col23a1,-0.7289514000722312
CNU-HYa Glut,Barhl2,-0.730088946404875
CNU-HYa Glut,Nrp1,-0.8033641874113757
CNU-HYa Glut,Hs3st4,-0.8262830239349837
CNU-HYa Glut,Ptprm,-0.8529666416281199
CNU-HYa Glut,Glra3,-0.8670449358339987
CNU-HYa Glut,Gpr101,-0.8756126503647315
CNU-HYa Glut,Elfn1,-0.9054354975547854
CNU-HYa Glut,Syt17,-0.9218458924243744
CNU-HYa Glut,Col18a1,-0.9317431690361777
CNU-HYa Glut,Sv2c,-1.0028695793505649
CNU-HYa Glut,Pde1a,-1.0908404870160244
CNU-HYa Glut,Baiap3,-1.5930431240102414
CNU-HYa Glut,Epha4,-1.6005396458949783
CNU-HYa Glut,Rprm,-1.6589761840949193
CNU-HYa Glut,Cartpt,-2.1967641251070353
CNU-HYa Glut,Kcnab3,-2.2565325260312155
CNU-HYa Glut,Ldb2,-2.6032702533815013
CNU-HYa Glut,Gad2,-2.74477521296319
CNU-HYa Glut,Pcp4l1,-3.0399468043721427
CNU-HYa Glut,Gda,-3.0450158428511482
CNU-HYa Glut,Ptk2b,-3.131497098806064
CNU-HYa Glut,Pth2r,-19.830547650126846
CNU-HYa Glut,Cbln1,-40.48838360849982
HY Glut,Hs3st4,0.47702867669428894
HY Glut,Pvalb,0.44592927544570515
HY Glut,Zfp536,0.339601628628852
HY Glut,Tmie,0.2642449934171258
HY Glut,Cidea,0.23037110977722375
HY Glut,Rwdd2a,0.19873875971198152
HY Glut,Marcksl1,0.1019291395283749
HY Glut,Bcl11a,0.058947330679219756
HY Glut,Nrp1,0.05665936215361056
HY Glut,Kazald1,0.03567375333843148
HY Glut,Fxyd6,0.029913932460730153
HY Glut,Stxbp6,0.012771265425411404
HY Glut,Col24a1,0.00650984025285295
HY Glut,Barhl2,-0.002625600862553812
HY Glut,Slc1a3,-0.004525769469916119
HY Glut,Mog,-0.004922250849922705
HY Glut,Pde1a,-0.006647888289144976
HY Glut,Zfhx4,-0.032943228402742664
HY Glut,Fras1,-0.0439696225151367
HY Glut,Grik3,-0.045249716866607725
HY Glut,Fgf10,-0.0772970673625506
HY Glut,Syndig1,-0.08591628518070027
HY Glut,Prkd1,-0.08687229761358228
HY Glut,Galnt18,-0.10021601616985953
HY Glut,Cdh6,-0.10441436879453159
HY Glut,Dscaml1,-0.1077962251990594
HY Glut,Sema3e,-0.12841868315970162
HY Glut,Htr7,-0.13794766631364164
HY Glut,Vwa5b1,-0.14503021655375803
HY Glut,Pcp4l1,-0.14660491728187952
HY Glut,Tshz2,-0.16768172302896
HY Glut,Kit,-0.16777636578866462
HY Glut,Gda,-0.20136421860992448
HY Glut,Rprm,-0.20448558560731978
HY Glut,Lrp4,-0.21769513549413788
HY Glut,Spon1,-0.22921786359185425
HY Glut,Kcnk9,-0.2340816133431256
HY Glut,Prlr,-0.24110128370658646
HY Glut,Adcy2,-0.28647691853854385
HY Glut,Scn4b,-0.2879139449258237
HY Glut,Slc32a1,-0.29849270991791244
HY Glut,Nts,-0.31618535229566747
HY Glut,Rorb,-0.36553104830172956
HY Glut,Kctd8,-0.38065057799303004
HY Glut,Col11a1,-0.40162082173676694
HY Glut,Gabrq,-0.4278990622411938
HY Glut,Htr2a,-0.4386807162492794
HY Glut,Samd5,-0.4448498796722915
HY Glut,Angpt1,-0.5005843657214124
HY Glut,Zfpm2,-0.573020000830881
HY Glut,Zfp521,-0.5780870709297281
HY Glut,Cntn6,-0.6017489260070483
HY Glut,Gad2,-0.6374460244060987
HY Glut,Ptprm,-0.643052059254922
HY Glut,Otof,-0.6537207866014836
HY Glut,Rab3b,-0.6599917588138797
HY Glut,Sv2c,-0.6689487696399405
HY Glut,Syt6,-0.7309369709031357
HY Glut,Sulf2,-0.7351678124788588
HY Glut,Nxph1,-0.772644583722377
HY Glut,Glra3,-0.7758977013993011
HY Glut,Cd36,-0.8681939122591134
HY Glut,Cdh20,-0.8728041153523745
HY Glut,Gja1,-0.8846885139082192
HY Glut,Ret,-0.9078245253095634
HY Glut,Parm1,-0.9619782848697929
HY Glut,Gpc3,-0.9628701546028571
HY Glut,Vwc2l,-1.0063324540704284
HY Glut,Vwc2,-1.0236929664924599
HY Glut,Rgs6,-1.0382310919799247
HY Glut,Agt,-1.0735718823022253
HY Glut,Sox10,-1.1358356802890004
HY Glut,Ndnf,-1.1695743010215325
HY Glut,Lncenc1,-1.1775026330870313
HY Glut,Mkx,-1.1783519043503339
HY Glut,Baiap3,-1.2038937759175927
HY Glut,Sv2b,-1.2305391974733295
HY Glut,Gpx3,-1.2907034293421478
HY Glut,Elfn1,-1.2946187856657025
HY Glut,Syt2,-1.3137961020681121
HY Glut,Nr2f2,-1.3189712473025375
HY Glut,Grm3,-1.3287233501359168
HY Glut,Nos1,-1.3523365810000545
HY Glut,Cbln2,-1.3672147934050685
HY Glut,C1ql3,-1.3894257480811478
HY Glut,Glra2,-1.393683528850492
HY Glut,Cnr1,-1.426425591640045
HY Glut,Mctp2,-1.4971932120773772
HY Glut,Unc5d,-1.6594959140245833
HY Glut,Adamts2,-1.7105594934873425
HY Glut,Ngb,-1.7884868966563965
HY Glut,Dlk1,-1.8964991196774519
HY Glut,Ebf3,-1.9328647927554998
HY Glut,Caln1,-2.0172913055813635
HY Glut,Tafa2,-2.060006614738002
HY Glut,Nr2f1,-2.2498460320777505
HY Glut,Rmst,-2.371439528128006
HY Glut,Ndst4,-2.379789670587432
HY Glut,Unc13c,-2.385033073777286
HY Glut,Fosl2,-2.4006387458248435
HY Glut,Lamp5,-2.5390416431191687
HY Glut,Ccn3,-2.5793767993133323
HY Glut,Rgs4,-2.704650898049702
HY Glut,Calb2,-2.7145644076715105
HY Glut,Qpct,-3.0233894919272633
HY Glut,Chrm2,-3.078331795560998
HY Glut,Syt17,-3.0835945776463287
HY Glut,Sorcs3,-3.2033261288630683
HY Glut,Rasgrp1,-3.354995743920515
HY Glut,Pitx2,-3.4834132877044235
HY Glut,Mdga1,-3.6376634048121863
HY Glut,Foxa1,-3.8160391887859024
HY Glut,Necab1,-4.125080207324212
HY Glut,Bcl11b,-4.143654882371952
HY Glut,Tent5a,-4.397980422070742
HY Glut,Chrm3,-4.415794526326319
HY Glut,Nxph4,-4.841133161430872
HY Glut,Tox,-4.939071038389412
HY Glut,Synpr,-5.716710390395964
HY Glut,Dchs2,-6.517215476801546
HY Glut,Ttc6,-6.64746854602697
HY Glut,Opalin,-7.1663776034768265
HY Glut,Kcnab3,-7.857047214762401
HY Glut,Htr1b,-8.58027734833244
HY Glut,Adcyap1,-8.918500792755275
HY Glut,Aqp4,-13.06786906194842
HY Glut,Cxcl14,-14.50336356203911
HY Glut,Ldb2,-16.567888328351476
HY Glut,Gpr101,-30.998347311408406
HY Glut,Trhde,-31.984865445821633
HY Glut,Grm1,-42.63322852072023
HY Glut,Cbln1,-47.840455396036
HY Glut,Gfap,-50.98861784381145
HY Glut,Whrn,-75.31962800838299
HY Glut,Sema5a,-185.24394155302426
HY Glut,Irs4,-2414716452.6086917
HY Glut,Rxfp1,-14315980432.722408
HY Glut,Col18a1,-31020327594.36767
HY Glut,Scn5a,-78860277834.3808
HY Glut,Tacr1,-356196598751.09436
HY Glut,Esyt3,-400843123600.613
HY Glut,Npsr1,-460445073901.3996
HY Glut,Grik1,-563674379801.0049
HY Glut,Dgkk,-621011446913.6555
HY Glut,Fstl5,-846026642460.6123
HY Glut,Ecel1,-904695845732.9606
HY Glut,Igsf1,-905786386883.2828
HY Glut,Calb1,-1385349031754.2666
HY Glut,Otp,-2277611033040.8975
HY Glut,Arhgap36,-4064658751361.5835
TH Glut,Fras1,0.11272415263533375
TH Glut,Ntng1,0.10998772304289173
TH Glut,Slc7a10,0.09574456170719958
TH Glut,Epha4,0.09495184473487783
TH Glut,Slit3,0.08403201508762892
TH Glut,Samd5,0.07993963246241065
TH Glut,Kcnk9,0.0722277512704732
TH Glut,Shisa6,0.06938904112158595
TH Glut,Slc38a1,0.06358021958046789
TH Glut,Slc17a7,0.05762536687696862
TH Glut,Syndig1,0.05205629662163136
TH Glut,Vwc2,0.05012854768259101
TH Glut,Kitl,0.04852646225890078
TH Glut,Rgs4,0.047435118911138274
TH Glut,Grin2c,0.047178480122626376
TH Glut,Adamts2,0.04645083359300495
TH Glut,Tbcc,0.0444945374568666
TH Glut,Pcp4l1,0.04329248610026004
TH Glut,St6galnac5,0.042092019732934305
TH Glut,Ramp3,0.038271939732248184
TH Glut,Grm1,0.03750294887396877
TH Glut,Mctp2,0.030005924996303834
TH Glut,Galnt14,0.02779310037861693
TH Glut,Rorb,0.024508327085605464
TH Glut,Onecut2,0.021784411925130587
TH Glut,Medag,0.01988936714449152
TH Glut,Ret,0.014899443030645276
TH Glut,Nrn1,0.013277785980751355
TH Glut,Nfib,0.01256032649228156
TH Glut,Fam163a,0.009964403172020186
TH Glut,Tcf7l2,0.008300752101682352
TH Glut,Lhfp,0.008237578490192798
TH Glut,Spon1,0.00805851868582208
TH Glut,Vwc2l,0.007083525014143333
TH Glut,Zfhx4,0.006349844082456646
TH Glut,Zbtb16,0.006037253911831519
TH Glut,Gpr4,0.004714037912076474
TH Glut,Ctss,0.001699790020306624
TH Glut,Pvalb,0.0009887985340021332
TH Glut,Tafa4,0.0008680960484188649
TH Glut,Cldn5,-0.00022968367980746862
TH Glut,Car4,-0.0007701532078683293
TH Glut,Osbpl3,-0.0009060649722318903
TH Glut,Kctd8,-0.004334550872829412
TH Glut,Igf1,-0.0045416172069896454
TH Glut,Kcnj8,-0.005288673728300219
TH Glut,Cited1,-0.007182761422751982
TH Glut,Prkg2,-0.009758897424078095
TH Glut,Sox6,-0.010002668393437109
TH Glut,Cd34,-0.012454258541474639
TH Glut,Dock5,-0.01343308547941513
TH Glut,Gsta4,-0.013526752529450015
TH Glut,Pou3f3,-0.014218397487671286
TH Glut,Fli1,-0.015640570779188234
TH Glut,Opalin,-0.016464938294834308
TH Glut,Cxcl14,-0.017032614841544058
TH Glut,Tmie,-0.01823889222347419
TH Glut,Zeb2,-0.019129044925795702
TH Glut,Igfbp4,-0.019741167347595345
TH Glut,Zic1,-0.02011850238105528
TH Glut,A830036E02Rik,-0.021329028721663423
TH Glut,Ramp1,-0.021757549468625736
TH Glut,Zfp536,-0.02248118957642653
TH Glut,Sox10,-0.02344175915415092
TH Glut,Cgnl1,-0.025137277351497955
TH Glut,Fxyd6,-0.0320807544008499
TH Glut,Slc1a3,-0.03315615535378824
TH Glut,Mog,-0.03422965938909872
TH Glut,Marcksl1,-0.03586589345496893
TH Glut,Nfix,-0.03611400092973782
TH Glut,Zfp521,-0.03702076242776409
TH Glut,Cntn6,-0.03775113676091868
TH Glut,Galnt18,-0.039058202699743694
TH Glut,Mrpl16,-0.03909244761002406
TH Glut,Serpine2,-0.04617024253079394
TH Glut,Nrp1,-0.04637863526480035
TH Glut,Scn4b,-0.048888198516370496
TH Glut,Stxbp6,-0.05347374318039644
TH Glut,Cdh20,-0.05688224209006676
TH Glut,Drd2,-0.07052851193461152
TH Glut,Fign,-0.07058272824948553
TH Glut,Sv2b,-0.07269845790346419
TH Glut,Grik1,-0.07499817330853098
TH Glut,Nr4a3,-0.0767148319630444
TH Glut,Agt,-0.0805948871289659
TH Glut,Grm3,-0.08092478085828692
TH Glut,Hs3st4,-0.08125389846300068
TH Glut,Adamts19,-0.08396551948238051
TH Glut,Adcy2,-0.08668980402820003
TH Glut,Sulf2,-0.08703170513419733
TH Glut,Gja1,-0.0900998781608453
TH Glut,Gm30564,-0.09350298287448155
TH Glut,Gad2,-0.09444877740424418
TH Glut,Lpar1,-0.09493234709614606
TH Glut,Mkx,-0.10381083386960199
TH Glut,Slc17a6,-0.1040379040343773
TH Glut,Pnoc,-0.11947243644546979
TH Glut,Nhlh2,-0.12564560033379713
TH Glut,Kcnab3,-0.12579069304725832
TH Glut,Htr7,-0.12788655772196056
TH Glut,Spock3,-0.13456077613345108
TH Glut,Ptprm,-0.142228849266389
TH Glut,Chn2,-0.14366181424985314
TH Glut,Ptk2b,-0.14783616192141902
TH Glut,Dscaml1,-0.1497563110105078
TH Glut,Nr2f1,-0.14999150068646072
TH Glut,Tgfbr2,-0.16017119319430062
TH Glut,Lrp4,-0.16131181310981058
TH Glut,Edaradd,-0.16280514169627058
TH Glut,Igfbp2,-0.1691714109058824
TH Glut,Adra1b,-0.17040671037440758
TH Glut,Tox3,-0.17167215699581928
TH Glut,Shroom3,-0.17938450292661212
TH Glut,Trhde,-0.20062484514700185
TH Glut,Necab1,-0.20413882871536781
TH Glut,Tnnt1,-0.20507616618885915
TH Glut,Tnc,-0.21213886612085875
TH Glut,Tshz2,-0.22325676740546418
TH Glut,Chrm3,-0.2515859768394595
TH Glut,Tox,-0.2567480295739857
TH Glut,Rasgrp1,-0.26308123118880955
TH Glut,St3gal1,-0.2683734568670322
TH Glut,Nptx2,-0.26878056636728753
TH Glut,Col18a1,-0.30412861243326583
TH Glut,Gfap,-0.3120153677787765
TH Glut,Nxph1,-0.33082107831865804
TH Glut,Aqp4,-0.36367633683534994
TH Glut,Calb1,-0.37422916516714433
TH Glut,Col24a1,-0.40252221223622775
TH Glut,Tafa2,-0.40399468576610986
TH Glut,Chrm2,-0.4041828747742835
TH Glut,Sox5,-0.42859879875478013
TH Glut,Gpr88,-0.4369716050681334
TH Glut,Sema5a,-0.4651017973533518
TH Glut,Cdh6,-0.5179491014466864
TH Glut,Shox2,-0.5294648014335628
TH Glut,Gfra1,-0.5299112385275586
TH Glut,Unc13c,-0.5574393454194901
TH Glut,Nr2f2,-0.6389508090169826
TH Glut,Syt2,-0.6412646376798168
TH Glut,Sox2,-0.7344515271302057
TH Glut,Tmem132c,-0.8024436280999414
TH Glut,Sorcs3,-0.8247506291400388
TH Glut,Calb2,-0.9338647611631414
TH Glut,Grik3,-1.0121451830537112
TH Glut,Whrn,-1.320996667931856
TH Glut,Adgrf5,-1.6619889706557873
TH Glut,Cnih3,-1.6756198852177278
TH Glut,Sp9,-1.8745871917148764
TH Glut,Pappa,-2.3833648263559497
MB Glut,Sntg2,0.0945876661082301
MB Glut,Nxph1,0.07493529272595001
MB Glut,Gpc3,0.06195927794739897
MB Glut,Tmem132c,0.049167035984375884
MB Glut,Otof,0.049116559792093506
MB Glut,Syt6,0.04316859048119859
MB Glut,Rprm,0.040033954360392365
MB Glut,Cbln2,0.03372002739805213
MB Glut,Dscaml1,0.026754757764827164
MB Glut,Cacng3,0.02636521698300709
MB Glut,Tacr1,0.024482627481337116
MB Glut,Tshz2,0.024009837732243855
MB Glut,Syndig1,0.022015414818753798
MB Glut,Chrm3,0.01954434386653381
MB Glut,Syt10,0.015196479522197603
MB Glut,Crhbp,0.014334770728750779
MB Glut,Nos1,0.013405002634056418
MB Glut,Prlr,0.01307962875392188
MB Glut,Cntnap3,0.012905776408919989
MB Glut,Grm8,0.01171418618432718
MB Glut,Glra3,0.011514714942050364
MB Glut,Col18a1,0.008677664198568413
MB Glut,Ptprm,0.006666553467526093
MB Glut,Dchs2,0.004951727149127505
MB Glut,Fibcd1,0.0008833135401222769
MB Glut,Sorcs3,-0.002699617337895921
MB Glut,Glra2,-0.003674694616895957
MB Glut,Rab3b,-0.0040381506856383975
MB Glut,Nrp1,-0.005486170087726894
MB Glut,Barhl2,-0.007225444115434909
MB Glut,Unc13c,-0.008132946213641468
MB Glut,Gsta4,-0.008414696324411164
MB Glut,Nfib,-0.009644718790296158
MB Glut,Pde1a,-0.009819691607517722
MB Glut,Unc5d,-0.011090746178413324
MB Glut,Npas1,-0.011937991394114444
MB Glut,Adamts2,-0.012204100011674601
MB Glut,Chn2,-0.0124278346069715
MB Glut,Serpine2,-0.012825161011926323
MB Glut,Dlk1,-0.013836286214113036
MB Glut,Whrn,-0.01429645915965061
MB Glut,Parm1,-0.017178939915354796
MB Glut,Epha4,-0.017893662285482392
MB Glut,Fstl5,-0.01867811059883362
MB Glut,Tox3,-0.023299320184208883
MB Glut,Nfix,-0.025089617356483185
MB Glut,Sema5a,-0.026531924814805263
MB Glut,Zfhx4,-0.026619822836758678
MB Glut,Nr2f2,-0.027823202467917474
MB Glut,Cbln1,-0.02860790087767273
MB Glut,Tacr3,-0.033501913551376106
MB Glut,Arhgap36,-0.03434928610875998
MB Glut,Lhfpl5,-0.03440774564403881
MB Glut,Necab1,-0.03539248429170394
MB Glut,Synpr,-0.03631923918310931
MB Glut,Sv2b,-0.040362485317885666
MB Glut,Reln,-0.04375098222353735
MB Glut,Th,-0.04627784611478325
MB Glut,Col11a1,-0.047032282532845526
MB Glut,Htr7,-0.049318299022184986
MB Glut,Zfpm2,-0.050231450119212706
MB Glut,Bmp3,-0.050599567179172134
MB Glut,Spon1,-0.05307695082134267
MB Glut,Samd5,-0.05536531423337254
MB Glut,Grm3,-0.05748658331191048
MB Glut,Cbln4,-0.06084106311414961
MB Glut,Sv2c,-0.06127330926835883
MB Glut,Trhr,-0.06684944965201023
MB Glut,Cntn6,-0.06771648350086679
MB Glut,Tac2,-0.06871999456523548
MB Glut,Chrm2,-0.07027639984010747
MB Glut,Ctss,-0.07126816790720203
MB Glut,Tox,-0.07296552476687168
MB Glut,Dach1,-0.07484309034711223
MB Glut,Shox2,-0.07724037045463827
MB Glut,Rgs4,-0.07855953949254268
MB Glut,Lypd6,-0.07891749730800379
MB Glut,Lypd1,-0.08821949518844097
MB Glut,Cdh6,-0.08893070711288242
MB Glut,Htr1b,-0.08909537070791207
MB Glut,Pcp4l1,-0.08914000678046619
MB Glut,Rmst,-0.09037609645099853
MB Glut,Gpx3,-0.10645743271801744
MB Glut,Slit3,-0.10976683050082237
MB Glut,Stxbp6,-0.11512098681703398
MB Glut,Agt,-0.11731031597899699
MB Glut,Baiap3,-0.11853220658663166
MB Glut,Kcnk9,-0.11946946999874686
MB Glut,Lncenc1,-0.12229821717382094
MB Glut,Hs3st4,-0.12365216839218829
MB Glut,Cdh20,-0.12784459133728965
MB Glut,Gja1,-0.12964970146847832
MB Glut,Sox5,-0.13015269578881972
MB Glut,Ndst4,-0.1380221849243386
MB Glut,Zic1,-0.1425745057063934
MB Glut,Galnt18,-0.14736406295491156
MB Glut,Mdga1,-0.14741963312087436
MB Glut,Grem1,-0.16604423531235368
MB Glut,Sp9,-0.186324163830623
MB Glut,Syt17,-0.20132949872096906
MB Glut,Gfra1,-0.20482771715771175
MB Glut,Ankfn1,-0.20499004495518047
MB Glut,Plpp4,-0.21062987515681475
MB Glut,Grm1,-0.2185147409503796
MB Glut,Kctd8,-0.21882340574517478
MB Glut,Esyt3,-0.2195148110310403
MB Glut,Syndig1l,-0.2212573677055587
MB Glut,Syt2,-0.22388266279480473
MB Glut,Sulf2,-0.22938310183038113
MB Glut,Gad2,-0.23557959190623445
MB Glut,Grik3,-0.25386593164666404
MB Glut,Tafa2,-0.26549902485216514
MB Glut,Drd2,-0.2728344410675916
MB Glut,Vwa5b1,-0.2732957900224944
MB Glut,Ebf3,-0.30022571129870124
MB Glut,Sema3e,-0.3021518954831428
MB Glut,Sox2,-0.31930438741399847
MB Glut,Npy2r,-0.32866930335208
MB Glut,Slc32a1,-0.3369883981201578
MB Glut,Scn5a,-0.3438702748641129
MB Glut,Zfp521,-0.36721235310863176
MB Glut,Calb1,-0.37437140040484707
MB Glut,Gpr101,-0.37964479397370465
MB Glut,Trpc7,-0.3829140102052542
MB Glut,Kitl,-0.3836573969477628
MB Glut,Grik1,-0.39284858876824713
MB Glut,Nr2f1,-0.43312703087144677
MB Glut,Bnc2,-0.4480374099328308
MB Glut,Ldb2,-0.4510048773601345
MB Glut,Zbtb16,-0.4863417514819779
MB Glut,Adcy2,-0.5130448283908327
MB Glut,Dgkk,-0.523473165299186
MB Glut,Hopx,-0.5330296742661036
MB Glut,Ngb,-0.535931092000794
