receiver_type,gene,test_r2
Immune,Pvalb,0.052677034402227485
Immune,Tshz2,0.04699433519777718
Immune,Hpgd,0.02948483041724137
Immune,St6galnac5,0.0294162445862598
Immune,Syt17,0.02528934484387102
Immune,Nxph1,0.02099987862016095
Immune,Lsp1,0.018813643582212825
Immune,Tafa2,0.018640667033625657
Immune,Nr2f1,0.01840782210590386
Immune,Grm3,0.01664218188385691
Immune,Sorcs3,0.015534541339282892
Immune,Ramp1,0.009938958409355547
Immune,Cacng3,0.009880822134245126
Immune,Fli1,0.007225706116522068
Immune,Grik3,0.006822935646177308
Immune,Chn2,0.005685227453538277
Immune,Cnr1,0.005336246712096315
Immune,Sox2,0.004595252577948461
Immune,Igfbp2,0.004481136557890952
Immune,Syndig1,0.0035361820857526816
Immune,Tbcc,0.002611971928249357
Immune,Elfn1,0.001547301029564685
Immune,Sulf2,0.000751773389064958
Immune,Slc38a1,0.000505687831291679
Immune,Zfp536,-7.050654286300251e-05
Immune,Cxcl14,-0.00031216632559072366
Immune,Slc32a1,-0.0007199207953192399
Immune,Cgnl1,-0.002315430527111806
Immune,Epha4,-0.0025431774542119534
Immune,Mrpl16,-0.0026072911962633505
Immune,Adgrf5,-0.004300161953453507
Immune,Gfra1,-0.004745990935814737
Immune,Slit3,-0.005354167991982184
Immune,Nptx2,-0.006802766616803346
Immune,Slc7a10,-0.006878366136498393
Immune,C1ql3,-0.0075871945707894906
Immune,Nos1,-0.008167385047502362
Immune,Cd36,-0.008175337446684416
Immune,Rab3b,-0.008377308255230309
Immune,Npnt,-0.009312303107001929
Immune,Gad2,-0.009480957067203644
Immune,Gja1,-0.009532536010854242
Immune,Ptprm,-0.011788060700685277
Immune,Arhgap25,-0.01212184264322258
Immune,Dcn,-0.012369163067385003
Immune,Clic5,-0.014387432942157163
Immune,Parm1,-0.015761887122462293
Immune,Slc7a11,-0.01587530014943206
Immune,Tgfbr2,-0.01647337650320546
Immune,Aqp4,-0.017639701940768804
Immune,Sla,-0.019858647118184303
Immune,Lpl,-0.02127983249534826
Immune,Cd34,-0.022590551696507033
Immune,Rorb,-0.02280363681894859
Immune,Gpx3,-0.02288843489657344
Immune,Ebf3,-0.023136236944835797
Immune,Tent5a,-0.023250017730491512
Immune,Serpine2,-0.02365830264168789
Immune,Sema5a,-0.025080626011516838
Immune,Col27a1,-0.026108942042581518
Immune,Necab1,-0.0289177276837993
Immune,Nr4a2,-0.029201781028628915
Immune,Nrp1,-0.02959969510197169
Immune,Sox6,-0.030789119489660788
Immune,Whrn,-0.03503543430589762
Immune,Ldb2,-0.035732524258649034
Immune,Ust,-0.039275399112358444
Immune,Foxo1,-0.04086741738610322
Immune,Lhfp,-0.041349797104219155
Immune,Zeb2,-0.04362900524667346
Immune,Scn4b,-0.04425819915114415
Immune,Slc1a3,-0.04622988204788259
Immune,Fxyd6,-0.047175039240069605
Immune,Samd5,-0.04825864778776201
Immune,Ptk2b,-0.049006238317537365
Immune,Fyb,-0.049803180911019096
Immune,Bcl11a,-0.05025566018516647
Immune,Fosl2,-0.055053257930998356
Immune,Zbtb16,-0.05592493740118143
Immune,Calb2,-0.05667823434896091
Immune,Grin2c,-0.05725610685769622
Immune,Marcksl1,-0.05850519138206689
Immune,Synpr,-0.060749304302787355
Immune,Lamp5,-0.06078208250041617
Immune,Hs3st2,-0.06542089613050739
Immune,Cdkn1a,-0.07502033155453436
Immune,Tal1,-0.080339989931693
Immune,Lrp4,-0.08040446318950067
Immune,Lypd6,-0.0819905989173686
Immune,Crym,-0.08368381193856567
Immune,Adcy2,-0.08378761390777822
Immune,Cldn5,-0.08524948554448608
Immune,Shisa6,-0.08906183895935271
Immune,Stxbp6,-0.08964234588325093
Immune,Gsta4,-0.09174896008058142
Immune,Galnt18,-0.09396457105157285
Immune,Ctss,-0.10279023559703271
Immune,Kitl,-0.10305957359912643
Immune,Nrn1,-0.10329668972496431
Immune,Nr2f2,-0.1099136273075636
Immune,Sv2b,-0.112059159968394
Immune,2900052N01Rik,-0.11358580652102845
Immune,Lmo3,-0.12383984799939074
Immune,Slc17a6,-0.1268975952061313
Immune,Spock3,-0.12881181372995743
Immune,Caln1,-0.13048833901221601
Immune,Man1a,-0.13350382426670726
Immune,Rasgrp1,-0.1362633087957077
Immune,Nr4a3,-0.13932595281082127
Immune,Igf2,-0.14436423909144191
Immune,Slc30a3,-0.14460107279876588
Immune,Calb1,-0.14739331305350944
Immune,Fibcd1,-0.1477809716968168
Immune,Lypd1,-0.14945086484813874
Immune,Ccnd2,-0.14993011349068297
Immune,Dscaml1,-0.1504404303062783
Immune,Maf,-0.15208318266115328
Immune,Rprm,-0.15613408590829558
Immune,Ighm,-0.15676520584266207
Immune,Cdh20,-0.17556730217518557
Immune,Igfbp4,-0.18057026366742623
Immune,Unc13c,-0.19729663498937589
Immune,Pou3f1,-0.2166151709124775
Immune,Car4,-0.21920889963106904
Immune,Sox10,-0.22483568384121755
Immune,Pcp4l1,-0.24920383008586433
Immune,Nfib,-0.26781334397724255
Immune,Bcl11b,-0.28315518786175464
Immune,Gpr88,-0.3103125916784173
Immune,Spon1,-0.3209212919884785
Immune,Mog,-0.33034101751331035
Immune,Hs3st4,-0.3826627004126655
Immune,Opalin,-0.3856945496872557
Immune,Pou3f3,-0.444502348143224
Immune,Hopx,-0.45284540887267566
Immune,Nfix,-0.4637337798292058
Immune,Ramp3,-0.5478558291807336
Immune,Baiap3,-0.5564784809235876
Immune,Tcf7l2,-0.7008637992648208
Immune,Gfap,-0.8464385624784618
Immune,Slc17a7,-0.8764636970174762
Immune,Igsf1,-0.9244614110670728
Immune,Cyp26b1,-1.7032320004958832
Immune,Agt,-1.9412919429517892
